(5, 2, 9, 0, 1, 6, 11, 4, 3, 8, 7, 10): [8, 12, 15]
(1, 10, 9, 0, 5, 2, 3, 4, 11, 6, 7, 8): [8, 12, 15]
(1, 10, 7, 0, 11, 2, 9, 4, 5, 6, 3, 8): [8, 12, 15]
(1, 8, 9, 0, 7, 2, 3, 4, 11, 6, 5, 10): [8, 12, 15]
(7, 4, 9, 0, 11, 2, 1, 8, 5, 6, 3, 10): [8, 12, 15]
(3, 8, 7, 0, 9, 2, 11, 4, 5, 6, 1, 10): [8, 12, 15]
(1, 6, 7, 0, 9, 2, 11, 4, 5, 10, 3, 8): [8, 12, 15]
(1, 8, 5, 0, 9, 2, 11, 4, 3, 6, 7, 10): [9, 12, 15]
(1, 6, 9, 0, 7, 2, 11, 4, 5, 8, 3, 10): [9, 12, 15]
(1, 8, 5, 0, 11, 2, 7, 4, 3, 6, 9, 10): [9, 12, 15]
(1, 10, 7, 0, 11, 2, 9, 4, 3, 6, 5, 8): [8, 13, 15]
(1, 8, 11, 0, 7, 2, 3, 4, 5, 6, 9, 10): [8, 13, 15]
(3, 4, 7, 0, 9, 2, 11, 6, 5, 8, 1, 10): [8, 13, 15]
(1, 8, 9, 0, 5, 2, 3, 4, 11, 6, 7, 10): [8, 13, 15]
(1, 10, 7, 0, 9, 2, 3, 4, 11, 6, 5, 8): [8, 13, 15]
(1, 10, 9, 0, 7, 2, 11, 4, 3, 6, 5, 8): [8, 13, 15]
(1, 10, 5, 0, 9, 2, 11, 4, 3, 6, 7, 8): [8, 13, 15]
(1, 6, 5, 0, 9, 2, 11, 4, 3, 10, 7, 8): [9, 13, 15]
(3, 4, 7, 0, 9, 2, 11, 8, 5, 6, 1, 10): [9, 13, 15]
(3, 4, 7, 0, 11, 2, 5, 8, 9, 6, 1, 10): [9, 13, 15]
(1, 4, 3, 0, 7, 2, 9, 10, 5, 6, 11, 8): [8, 12, 16]
(3, 6, 7, 0, 9, 2, 11, 4, 1, 8, 5, 10): [8, 12, 16]
(3, 8, 5, 0, 9, 2, 1, 4, 11, 6, 7, 10): [8, 12, 16]
(1, 10, 5, 0, 11, 2, 3, 4, 9, 6, 7, 8): [8, 12, 16]
(1, 10, 11, 0, 7, 2, 9, 4, 3, 6, 5, 8): [8, 12, 16]
(1, 8, 9, 0, 7, 2, 11, 4, 3, 6, 5, 10): [9, 12, 16]
(1, 10, 5, 0, 9, 2, 3, 4, 11, 6, 7, 8): [9, 12, 16]
(1, 4, 11, 0, 7, 2, 5, 8, 9, 6, 3, 10): [9, 12, 16]
(1, 8, 5, 0, 7, 2, 3, 4, 11, 6, 9, 10): [9, 12, 16]
(1, 6, 9, 0, 11, 2, 3, 4, 7, 8, 5, 10): [9, 12, 16]
(1, 6, 5, 0, 9, 2, 11, 4, 3, 8, 7, 10): [9, 12, 16]
(7, 4, 9, 0, 11, 2, 1, 6, 3, 8, 5, 10): [9, 12, 16]
(1, 8, 7, 0, 5, 2, 11, 4, 3, 6, 9, 10): [9, 12, 16]
(7, 4, 9, 0, 11, 2, 3, 6, 5, 8, 1, 10): [9, 12, 16]
(7, 4, 11, 0, 9, 2, 3, 10, 1, 6, 5, 8): [9, 12, 16]
(1, 8, 5, 0, 9, 2, 7, 4, 11, 6, 3, 10): [9, 12, 16]
(1, 6, 5, 0, 9, 2, 11, 4, 7, 8, 3, 10): [9, 12, 16]
(1, 6, 9, 0, 11, 2, 3, 4, 5, 8, 7, 10): [9, 12, 16]
(1, 6, 7, 0, 9, 2, 11, 4, 5, 8, 3, 10): [9, 12, 16]
(1, 4, 7, 0, 11, 2, 3, 8, 9, 6, 5, 10): [9, 12, 16]
(1, 6, 9, 0, 7, 2, 11, 4, 3, 8, 5, 10): [9, 12, 16]
(1, 6, 7, 0, 9, 2, 3, 4, 5, 10, 11, 8): [9, 12, 16]
(1, 4, 3, 0, 7, 2, 5, 8, 11, 6, 9, 10): [9, 12, 16]
(1, 4, 7, 0, 9, 2, 11, 8, 3, 6, 5, 10): [9, 12, 16]
(3, 8, 7, 0, 11, 2, 9, 4, 5, 6, 1, 10): [9, 12, 16]
(1, 4, 11, 0, 7, 2, 3, 8, 5, 6, 9, 10): [9, 12, 16]
(1, 8, 7, 0, 11, 2, 9, 4, 3, 6, 5, 10): [9, 12, 16]
(3, 8, 7, 0, 1, 2, 9, 4, 11, 6, 5, 10): [9, 12, 16]
(1, 8, 11, 0, 7, 2, 9, 4, 5, 6, 3, 10): [9, 12, 16]
(1, 10, 3, 0, 7, 2, 11, 4, 9, 6, 5, 8): [10, 12, 16]
(1, 6, 7, 0, 9, 2, 11, 4, 3, 10, 5, 8): [8, 13, 16]
(3, 4, 7, 0, 9, 2, 1, 6, 11, 8, 5, 10): [8, 13, 16]
(1, 4, 7, 0, 3, 2, 5, 8, 11, 6, 9, 10): [8, 13, 16]
(5, 4, 7, 0, 11, 2, 3, 8, 9, 6, 1, 10): [8, 13, 16]
(5, 8, 9, 0, 1, 2, 3, 4, 11, 6, 7, 10): [8, 13, 16]
(3, 4, 11, 0, 7, 2, 1, 8, 9, 6, 5, 10): [9, 13, 16]
(1, 2, 5, 0, 3, 6, 9, 4, 11, 8, 7, 10): [9, 13, 16]
(1, 10, 9, 0, 7, 2, 3, 4, 11, 6, 5, 8): [9, 13, 16]
(3, 6, 7, 0, 1, 2, 9, 4, 11, 8, 5, 10): [9, 13, 16]
(5, 10, 9, 0, 11, 2, 3, 4, 1, 6, 7, 8): [9, 13, 16]
(1, 8, 3, 0, 11, 2, 9, 4, 5, 6, 7, 10): [9, 13, 16]
(1, 10, 5, 0, 7, 2, 11, 4, 3, 6, 9, 8): [9, 13, 16]
(3, 4, 7, 0, 9, 2, 1, 10, 11, 6, 5, 8): [9, 13, 16]
(1, 10, 7, 0, 5, 2, 11, 4, 9, 6, 3, 8): [9, 13, 16]
(1, 8, 3, 0, 7, 2, 11, 4, 5, 6, 9, 10): [9, 13, 16]
(5, 10, 11, 0, 9, 2, 3, 4, 1, 6, 7, 8): [9, 13, 16]
(1, 8, 7, 0, 9, 2, 3, 4, 11, 6, 5, 10): [9, 13, 16]
(1, 4, 3, 0, 7, 2, 11, 8, 5, 6, 9, 10): [9, 13, 16]
(1, 4, 7, 0, 11, 2, 5, 8, 9, 6, 3, 10): [9, 13, 16]
(1, 6, 9, 0, 7, 2, 11, 4, 3, 10, 5, 8): [9, 13, 16]
(5, 6, 7, 0, 9, 2, 11, 4, 3, 10, 1, 8): [9, 13, 16]
(3, 4, 7, 0, 11, 2, 1, 8, 5, 6, 9, 10): [9, 13, 16]
(1, 4, 5, 0, 7, 2, 11, 8, 9, 6, 3, 10): [9, 13, 16]
(3, 4, 5, 0, 7, 2, 11, 8, 9, 6, 1, 10): [9, 13, 16]
(1, 4, 5, 0, 7, 2, 11, 8, 3, 6, 9, 10): [9, 13, 16]
(5, 2, 9, 0, 3, 6, 11, 4, 1, 8, 7, 10): [9, 13, 16]
(1, 4, 5, 0, 11, 2, 3, 8, 9, 6, 7, 10): [9, 13, 16]
(1, 10, 5, 0, 11, 2, 9, 4, 3, 6, 7, 8): [9, 13, 16]
(1, 2, 9, 0, 3, 6, 11, 4, 5, 8, 7, 10): [9, 13, 16]
(1, 4, 7, 0, 9, 2, 3, 10, 11, 6, 5, 8): [9, 13, 16]
(1, 8, 7, 0, 9, 2, 11, 4, 5, 6, 3, 10): [9, 13, 16]
(3, 4, 5, 0, 11, 2, 1, 8, 9, 6, 7, 10): [9, 13, 16]
(3, 10, 11, 0, 1, 2, 9, 4, 5, 6, 7, 8): [9, 13, 16]
(1, 8, 7, 0, 11, 2, 3, 4, 5, 6, 9, 10): [9, 13, 16]
(1, 4, 7, 0, 11, 2, 5, 8, 3, 6, 9, 10): [9, 13, 16]
(1, 6, 9, 0, 7, 2, 3, 4, 11, 8, 5, 10): [9, 13, 16]
(1, 2, 5, 0, 9, 6, 7, 4, 3, 10, 11, 8): [9, 13, 16]
(5, 8, 9, 0, 11, 2, 3, 4, 7, 6, 1, 10): [9, 13, 16]
(1, 8, 11, 0, 7, 2, 5, 4, 3, 6, 9, 10): [9, 13, 16]
(3, 4, 11, 0, 7, 2, 5, 8, 1, 6, 9, 10): [9, 13, 16]
(1, 4, 7, 0, 9, 2, 11, 8, 5, 6, 3, 10): [9, 13, 16]
(3, 8, 5, 0, 9, 2, 11, 4, 7, 6, 1, 10): [9, 13, 16]
(1, 6, 7, 0, 9, 2, 3, 4, 11, 8, 5, 10): [9, 13, 16]
(1, 8, 11, 0, 9, 2, 3, 4, 5, 6, 7, 10): [9, 13, 16]
(1, 4, 7, 0, 9, 2, 5, 8, 11, 6, 3, 10): [9, 13, 16]
(3, 8, 9, 0, 7, 2, 11, 4, 5, 6, 1, 10): [9, 13, 16]
(1, 6, 5, 0, 9, 2, 3, 4, 11, 8, 7, 10): [9, 13, 16]
(1, 4, 11, 0, 7, 2, 3, 8, 9, 6, 5, 10): [9, 13, 16]
(1, 2, 5, 0, 9, 6, 11, 4, 3, 8, 7, 10): [9, 13, 16]
(1, 10, 3, 0, 11, 2, 9, 4, 5, 6, 7, 8): [9, 13, 16]
(5, 10, 9, 0, 11, 2, 1, 4, 3, 6, 7, 8): [9, 13, 16]
(3, 4, 7, 0, 9, 2, 5, 6, 11, 8, 1, 10): [10, 13, 16]
(1, 8, 7, 0, 3, 2, 9, 4, 11, 6, 5, 10): [9, 14, 16]
(1, 4, 11, 0, 7, 2, 9, 8, 3, 6, 5, 10): [9, 14, 16]
(1, 8, 5, 0, 9, 2, 11, 4, 7, 6, 3, 10): [9, 14, 16]
(1, 4, 7, 0, 11, 2, 5, 10, 3, 6, 9, 8): [9, 14, 16]
(1, 6, 9, 0, 5, 2, 11, 4, 3, 10, 7, 8): [9, 12, 17]
(5, 2, 9, 0, 3, 6, 11, 4, 7, 8, 1, 10): [9, 12, 17]
(1, 10, 7, 0, 11, 2, 3, 4, 9, 6, 5, 8): [9, 12, 17]
(5, 6, 9, 0, 1, 2, 11, 4, 3, 8, 7, 10): [9, 12, 17]
(1, 10, 11, 0, 7, 2, 9, 4, 5, 6, 3, 8): [9, 12, 17]
(3, 10, 7, 0, 11, 2, 9, 4, 1, 6, 5, 8): [10, 12, 17]
(1, 8, 7, 0, 5, 2, 3, 4, 11, 6, 9, 10): [10, 12, 17]
(5, 10, 9, 0, 1, 2, 11, 4, 3, 6, 7, 8): [10, 12, 17]
(1, 4, 7, 0, 11, 2, 3, 10, 9, 6, 5, 8): [10, 12, 17]
(3, 4, 7, 0, 11, 2, 9, 10, 1, 6, 5, 8): [10, 12, 17]
(1, 10, 5, 0, 9, 2, 7, 4, 11, 6, 3, 8): [10, 12, 17]
(1, 10, 9, 0, 11, 2, 7, 4, 3, 6, 5, 8): [10, 12, 17]
(1, 10, 11, 0, 9, 2, 7, 4, 5, 6, 3, 8): [10, 12, 17]
(1, 4, 5, 0, 7, 2, 9, 10, 3, 6, 11, 8): [10, 12, 17]
(7, 4, 9, 0, 11, 2, 5, 6, 1, 8, 3, 10): [10, 12, 17]
(7, 4, 11, 0, 9, 2, 1, 10, 5, 6, 3, 8): [10, 12, 17]
(1, 10, 3, 0, 9, 2, 7, 4, 11, 6, 5, 8): [10, 12, 17]
(1, 8, 9, 0, 5, 2, 11, 4, 3, 6, 7, 10): [10, 12, 17]
(1, 4, 3, 0, 7, 2, 5, 10, 9, 6, 11, 8): [10, 12, 17]
(1, 10, 7, 0, 3, 2, 9, 4, 11, 6, 5, 8): [9, 13, 17]
(1, 2, 5, 0, 9, 6, 3, 4, 7, 10, 11, 8): [9, 13, 17]
(5, 6, 9, 0, 1, 2, 11, 4, 7, 10, 3, 8): [9, 13, 17]
(1, 6, 5, 0, 7, 2, 9, 4, 11, 8, 3, 10): [9, 13, 17]
(3, 8, 5, 0, 1, 2, 9, 4, 11, 6, 7, 10): [9, 13, 17]
(3, 6, 5, 0, 1, 2, 9, 4, 11, 8, 7, 10): [9, 13, 17]
(1, 6, 5, 0, 7, 2, 9, 4, 3, 10, 11, 8): [9, 13, 17]
(3, 8, 5, 0, 11, 2, 1, 4, 7, 6, 9, 10): [9, 13, 17]
(1, 6, 7, 0, 5, 2, 9, 4, 11, 8, 3, 10): [9, 13, 17]
(1, 4, 3, 0, 7, 2, 11, 8, 9, 6, 5, 10): [9, 13, 17]
(3, 6, 9, 0, 1, 2, 11, 4, 5, 10, 7, 8): [9, 13, 17]
(5, 6, 7, 0, 1, 2, 9, 4, 3, 10, 11, 8): [9, 13, 17]
(1, 6, 9, 0, 5, 2, 11, 4, 7, 8, 3, 10): [9, 13, 17]
(1, 4, 7, 0, 9, 2, 11, 6, 5, 8, 3, 10): [9, 13, 17]
(3, 6, 7, 0, 9, 2, 11, 4, 5, 10, 1, 8): [9, 13, 17]
(3, 6, 9, 0, 1, 2, 11, 4, 7, 10, 5, 8): [9, 13, 17]
(1, 4, 7, 0, 9, 2, 3, 6, 11, 8, 5, 10): [9, 13, 17]
(5, 8, 7, 0, 1, 2, 3, 4, 11, 6, 9, 10): [9, 13, 17]
(3, 10, 9, 0, 1, 2, 11, 4, 5, 6, 7, 8): [9, 13, 17]
(3, 10, 5, 0, 9, 2, 1, 4, 11, 6, 7, 8): [9, 13, 17]
(3, 6, 7, 0, 9, 2, 11, 4, 1, 10, 5, 8): [9, 13, 17]
(3, 6, 7, 0, 1, 2, 9, 4, 5, 10, 11, 8): [9, 13, 17]
(1, 6, 3, 0, 7, 2, 9, 4, 11, 8, 5, 10): [9, 13, 17]
(3, 6, 5, 0, 9, 2, 11, 4, 1, 8, 7, 10): [9, 13, 17]
(1, 4, 7, 0, 11, 2, 3, 8, 5, 6, 9, 10): [9, 13, 17]
(1, 6, 3, 0, 9, 2, 11, 4, 7, 8, 5, 10): [9, 13, 17]
(5, 2, 9, 0, 1, 6, 11, 4, 7, 8, 3, 10): [9, 13, 17]
(3, 10, 11, 0, 9, 2, 1, 4, 5, 6, 7, 8): [9, 13, 17]
(1, 2, 5, 0, 9, 6, 11, 4, 7, 10, 3, 8): [9, 13, 17]
(3, 8, 9, 0, 1, 2, 11, 4, 5, 6, 7, 10): [9, 13, 17]
(3, 4, 7, 0, 9, 2, 1, 8, 11, 6, 5, 10): [9, 13, 17]
(1, 8, 3, 0, 7, 2, 9, 4, 11, 6, 5, 10): [9, 13, 17]
(7, 4, 9, 0, 11, 2, 3, 8, 1, 6, 5, 10): [9, 13, 17]
(1, 4, 7, 0, 11, 2, 9, 10, 3, 6, 5, 8): [9, 13, 17]
(5, 8, 1, 0, 9, 2, 3, 4, 11, 6, 7, 10): [9, 13, 17]
(1, 8, 5, 0, 7, 2, 9, 4, 11, 6, 3, 10): [9, 13, 17]
(3, 10, 5, 0, 11, 2, 9, 4, 1, 6, 7, 8): [9, 13, 17]
(3, 4, 5, 0, 7, 2, 11, 8, 1, 6, 9, 10): [9, 13, 17]
(1, 4, 5, 0, 7, 2, 9, 10, 11, 6, 3, 8): [9, 13, 17]
(1, 4, 3, 0, 11, 2, 5, 8, 9, 6, 7, 10): [9, 13, 17]
(1, 4, 3, 0, 7, 2, 9, 10, 11, 6, 5, 8): [9, 13, 17]
(3, 6, 9, 0, 7, 2, 11, 4, 1, 10, 5, 8): [10, 13, 17]
(1, 10, 11, 0, 9, 2, 3, 4, 5, 6, 7, 8): [10, 13, 17]
(1, 6, 9, 0, 11, 2, 3, 4, 5, 10, 7, 8): [10, 13, 17]
(1, 10, 7, 0, 9, 2, 11, 4, 5, 6, 3, 8): [10, 13, 17]
(3, 4, 7, 0, 9, 2, 11, 6, 1, 8, 5, 10): [10, 13, 17]
(3, 6, 9, 0, 7, 2, 11, 4, 5, 8, 1, 10): [10, 13, 17]
(1, 4, 7, 0, 9, 2, 5, 6, 11, 8, 3, 10): [10, 13, 17]
(7, 4, 9, 0, 11, 2, 3, 8, 5, 6, 1, 10): [10, 13, 17]
(1, 6, 9, 0, 3, 2, 11, 4, 7, 8, 5, 10): [10, 13, 17]
(3, 4, 5, 0, 7, 2, 9, 10, 11, 6, 1, 8): [10, 13, 17]
(3, 6, 9, 0, 7, 2, 11, 4, 5, 10, 1, 8): [10, 13, 17]
(3, 10, 5, 0, 1, 2, 9, 4, 11, 6, 7, 8): [10, 13, 17]
(3, 8, 7, 0, 9, 2, 1, 4, 11, 6, 5, 10): [10, 13, 17]
(1, 8, 5, 0, 11, 2, 9, 4, 7, 6, 3, 10): [10, 13, 17]
(3, 6, 9, 0, 7, 2, 11, 4, 1, 8, 5, 10): [10, 13, 17]
(5, 2, 9, 0, 3, 6, 11, 4, 7, 10, 1, 8): [10, 13, 17]
(1, 6, 9, 0, 7, 2, 5, 4, 3, 10, 11, 8): [10, 13, 17]
(1, 8, 3, 0, 9, 2, 7, 4, 11, 6, 5, 10): [10, 13, 17]
(1, 10, 11, 0, 5, 2, 3, 4, 9, 6, 7, 8): [10, 13, 17]
(5, 2, 9, 0, 11, 6, 3, 4, 7, 8, 1, 10): [10, 13, 17]
(5, 8, 7, 0, 1, 2, 11, 4, 3, 6, 9, 10): [10, 13, 17]
(5, 2, 9, 0, 11, 6, 3, 4, 1, 8, 7, 10): [10, 13, 17]
(5, 2, 9, 0, 11, 6, 3, 4, 7, 10, 1, 8): [10, 13, 17]
(7, 4, 9, 0, 11, 2, 5, 8, 1, 6, 3, 10): [10, 13, 17]
(1, 8, 5, 0, 11, 2, 3, 4, 7, 6, 9, 10): [9, 14, 17]
(1, 8, 3, 0, 9, 2, 5, 4, 11, 6, 7, 10): [9, 14, 17]
(1, 10, 11, 0, 7, 2, 3, 4, 5, 6, 9, 8): [9, 14, 17]
(1, 8, 11, 0, 3, 2, 9, 4, 5, 6, 7, 10): [9, 14, 17]
(1, 10, 11, 0, 9, 2, 5, 4, 3, 6, 7, 8): [9, 14, 17]
(1, 6, 7, 0, 3, 2, 9, 4, 11, 8, 5, 10): [9, 14, 17]
(3, 8, 9, 0, 1, 2, 11, 4, 7, 6, 5, 10): [9, 14, 17]
(5, 4, 11, 0, 7, 2, 1, 8, 9, 6, 3, 10): [9, 14, 17]
(5, 6, 1, 0, 9, 2, 11, 4, 3, 10, 7, 8): [10, 14, 17]
(5, 2, 7, 0, 9, 6, 11, 4, 3, 8, 1, 10): [10, 14, 17]
(3, 10, 9, 0, 1, 2, 5, 4, 11, 6, 7, 8): [10, 14, 17]
(1, 8, 7, 0, 11, 2, 5, 4, 3, 6, 9, 10): [10, 14, 17]
(1, 8, 11, 0, 9, 2, 3, 4, 7, 6, 5, 10): [10, 14, 17]
(1, 8, 9, 0, 3, 2, 7, 4, 11, 6, 5, 10): [10, 14, 17]
(1, 8, 9, 0, 3, 2, 11, 4, 7, 6, 5, 10): [10, 14, 17]
(3, 4, 7, 0, 11, 2, 1, 10, 5, 6, 9, 8): [10, 14, 17]
(1, 2, 9, 0, 3, 6, 11, 4, 7, 8, 5, 10): [10, 14, 17]
(5, 2, 7, 0, 9, 4, 11, 6, 1, 8, 3, 10): [10, 14, 17]
(3, 6, 7, 0, 9, 2, 5, 4, 11, 8, 1, 10): [10, 14, 17]
(1, 10, 3, 0, 7, 2, 11, 4, 5, 6, 9, 8): [10, 14, 17]
(1, 2, 5, 0, 9, 6, 11, 4, 7, 8, 3, 10): [10, 14, 17]
(1, 4, 7, 0, 9, 2, 5, 10, 11, 6, 3, 8): [10, 14, 17]
(5, 6, 9, 0, 1, 2, 11, 4, 3, 10, 7, 8): [10, 12, 18]
(1, 6, 9, 0, 5, 2, 11, 4, 3, 8, 7, 10): [10, 12, 18]
(1, 8, 3, 0, 9, 2, 11, 4, 5, 6, 7, 10): [10, 12, 18]
(1, 6, 3, 0, 9, 2, 11, 4, 5, 8, 7, 10): [10, 12, 18]
(3, 6, 5, 0, 1, 2, 9, 4, 7, 10, 11, 8): [9, 13, 18]
(5, 2, 7, 0, 3, 6, 9, 4, 11, 8, 1, 10): [9, 13, 18]
(1, 10, 3, 0, 9, 2, 11, 4, 5, 6, 7, 8): [9, 13, 18]
(3, 4, 5, 0, 7, 2, 1, 8, 11, 6, 9, 10): [9, 13, 18]
(5, 8, 9, 0, 3, 2, 1, 4, 11, 6, 7, 10): [9, 13, 18]
(1, 6, 3, 0, 9, 2, 11, 4, 7, 10, 5, 8): [10, 13, 18]
(5, 6, 1, 0, 9, 2, 11, 4, 3, 8, 7, 10): [10, 13, 18]
(1, 8, 5, 0, 3, 2, 9, 4, 11, 6, 7, 10): [10, 13, 18]
(3, 10, 7, 0, 9, 2, 1, 4, 11, 6, 5, 8): [10, 13, 18]
(1, 10, 3, 0, 5, 2, 9, 4, 11, 6, 7, 8): [10, 13, 18]
(1, 6, 7, 0, 3, 2, 9, 4, 5, 10, 11, 8): [10, 13, 18]
(1, 4, 3, 0, 7, 2, 5, 10, 11, 6, 9, 8): [10, 13, 18]
(3, 10, 9, 0, 11, 2, 1, 4, 5, 6, 7, 8): [10, 13, 18]
(1, 6, 3, 0, 5, 2, 9, 4, 7, 10, 11, 8): [10, 13, 18]
(3, 6, 9, 0, 11, 2, 5, 4, 7, 8, 1, 10): [10, 13, 18]
(5, 6, 7, 0, 1, 2, 9, 4, 11, 8, 3, 10): [10, 13, 18]
(1, 6, 9, 0, 11, 2, 5, 4, 7, 8, 3, 10): [10, 13, 18]
(1, 6, 7, 0, 9, 2, 5, 4, 3, 10, 11, 8): [10, 13, 18]
(5, 6, 1, 0, 9, 2, 11, 4, 7, 8, 3, 10): [10, 13, 18]
(5, 6, 9, 0, 3, 2, 11, 4, 7, 8, 1, 10): [10, 13, 18]
(5, 6, 9, 0, 3, 2, 11, 4, 1, 8, 7, 10): [10, 13, 18]
(1, 4, 7, 0, 9, 2, 11, 6, 3, 8, 5, 10): [10, 13, 18]
(3, 8, 9, 0, 11, 2, 1, 4, 7, 6, 5, 10): [10, 13, 18]
(1, 6, 5, 0, 3, 2, 9, 4, 7, 10, 11, 8): [10, 13, 18]
(5, 4, 7, 0, 9, 2, 11, 6, 1, 8, 3, 10): [10, 13, 18]
(1, 8, 3, 0, 11, 2, 7, 4, 5, 6, 9, 10): [10, 13, 18]
(1, 8, 7, 0, 9, 2, 11, 4, 3, 6, 5, 10): [10, 13, 18]
(1, 8, 9, 0, 11, 2, 3, 4, 5, 6, 7, 10): [10, 13, 18]
(3, 8, 9, 0, 1, 2, 5, 4, 11, 6, 7, 10): [9, 14, 18]
(1, 6, 7, 0, 9, 2, 5, 4, 11, 8, 3, 10): [9, 14, 18]
(1, 10, 11, 0, 9, 2, 3, 4, 7, 6, 5, 8): [9, 14, 18]
(1, 10, 11, 0, 3, 2, 9, 4, 5, 6, 7, 8): [9, 14, 18]
(1, 8, 3, 0, 9, 2, 11, 4, 7, 6, 5, 10): [9, 14, 18]
(1, 10, 5, 0, 11, 2, 7, 4, 3, 6, 9, 8): [10, 14, 18]
(5, 6, 9, 0, 3, 2, 11, 4, 7, 10, 1, 8): [10, 14, 18]
(3, 4, 1, 0, 11, 2, 5, 8, 9, 6, 7, 10): [10, 14, 18]
(3, 4, 1, 0, 7, 2, 11, 8, 9, 6, 5, 10): [10, 14, 18]
(3, 4, 1, 0, 7, 2, 5, 8, 11, 6, 9, 10): [10, 14, 18]
(3, 4, 1, 0, 7, 2, 11, 8, 5, 6, 9, 10): [10, 14, 18]
(1, 10, 3, 0, 9, 2, 5, 4, 11, 6, 7, 8): [10, 14, 18]
(5, 2, 7, 0, 1, 4, 9, 6, 11, 8, 3, 10): [10, 14, 18]
(3, 10, 11, 0, 9, 2, 1, 4, 7, 6, 5, 8): [10, 14, 18]
(5, 10, 7, 0, 1, 2, 11, 4, 3, 6, 9, 8): [10, 14, 18]
(1, 4, 5, 0, 7, 2, 11, 10, 9, 6, 3, 8): [10, 14, 18]
(3, 4, 5, 0, 7, 2, 9, 6, 11, 8, 1, 10): [10, 14, 18]
(1, 4, 7, 0, 11, 2, 9, 8, 3, 6, 5, 10): [10, 14, 18]
(1, 2, 5, 0, 9, 6, 7, 4, 11, 8, 3, 10): [10, 14, 18]
(1, 4, 11, 0, 3, 2, 5, 8, 9, 6, 7, 10): [10, 14, 18]
(1, 10, 7, 0, 5, 2, 11, 4, 3, 6, 9, 8): [10, 14, 18]
(1, 6, 7, 0, 9, 2, 3, 4, 11, 10, 5, 8): [10, 14, 18]
(5, 8, 9, 0, 1, 2, 11, 4, 7, 6, 3, 10): [10, 14, 18]
